type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
adjectif;C1;;aufschlussreich;instructif, révélateur;revealing, informative;Der Vergleich ist aufschlussreich.;La comparaison est révélatrice.;The comparison is revealing.
adjectif;C1;;verräterisch;révélateur (malgré soi);telltale, revealing;Ein verräterisches Zögern.;Une hésitation révélatrice.;A telltale hesitation.
adjectif;C1;;bezeichnend;significatif, caractéristique;telling, typical;Bezeichnend ist, was nicht gesagt wurde.;Ce qui est significatif, c'est ce qui n'a pas été dit.;What is telling is what was not said.
adjectif;C1;;symptomatisch;symptomatique;symptomatic;Der Vorfall ist symptomatisch für die Lage.;L'incident est symptomatique de la situation.;The incident is symptomatic of the situation.
adjectif;C1;;beispielhaft;exemplaire, qui fait école;exemplary;Die Zusammenarbeit war beispielhaft.;La collaboration a été exemplaire.;The cooperation was exemplary.
adjectif;C1;;mustergültig;modèle, irréprochable;model, textbook;Ein mustergültig geführtes Protokoll.;Un procès-verbal tenu de façon irréprochable.;A textbook set of minutes.
adjectif;C1;;vorbildlich;exemplaire, à suivre;exemplary, model;Sie hat sich vorbildlich verhalten.;Elle s'est comportée de façon exemplaire.;She behaved in an exemplary way.
adjectif;C1;;beschämend;honteux, accablant;shameful, humiliating;Die Beteiligung war beschämend gering.;La participation a été honteusement faible.;Turnout was shamefully low.
adjectif;C1;;vorrangig;prioritaire;priority, primary;Diese Aufgabe ist vorrangig zu behandeln.;Cette tâche est à traiter en priorité.;This task is to be dealt with as a priority.
adjectif;C1;;zweitrangig;secondaire;secondary, of minor importance;Die Farbe ist zweitrangig.;La couleur est secondaire.;The colour is of secondary importance.
adjectif;C1;;nachrangig;de rang inférieur, subordonné;subordinate, lower-ranking;Diese Forderung wird nachrangig bedient.;Cette créance est servie en rang inférieur.;This claim is served on a subordinate basis.
adjectif;C1;;gleichrangig;de même rang;of equal rank;Beide Ziele sind gleichrangig.;Les deux objectifs sont de même rang.;Both goals are of equal rank.
adjectif;C1;;untergeordnet;subordonné, secondaire;subordinate;Der Punkt spielt eine untergeordnete Rolle.;Ce point joue un rôle secondaire.;The point plays a subordinate role.
adjectif;C1;;übergeordnet;supérieur, englobant;overarching, higher-level;Es gibt ein übergeordnetes Ziel.;Il existe un objectif supérieur.;There is an overarching goal.
adjectif;C1;;federführend;chef de file, en charge;leading, in charge;Federführend ist das Umweltministerium.;C'est le ministère de l'environnement qui pilote.;The environment ministry is in charge.
adjectif;C1;;maßgebend;déterminant, faisant autorité;authoritative, decisive;Maßgebend ist die Fassung von 2019.;C'est la version de 2019 qui fait foi.;The 2019 version is authoritative.
adjectif;C1;;richtungsweisend;qui donne le cap;trend-setting, seminal;Das Urteil gilt als richtungsweisend.;Le jugement est considéré comme donnant le cap.;The ruling is seen as setting the direction.
adjectif;C1;;wegweisend;pionnier, qui montre la voie;groundbreaking, pioneering;Ein wegweisender Beitrag zur Debatte.;Une contribution pionnière au débat.;A pioneering contribution to the debate.
adjectif;C1;;bahnbrechend;révolutionnaire;groundbreaking;Die Methode war zu ihrer Zeit bahnbrechend.;La méthode était révolutionnaire à son époque.;The method was groundbreaking in its day.
adjectif;C1;;zukunftsweisend;porteur d'avenir;forward-looking;Ein zukunftsweisendes Konzept.;Un concept porteur d'avenir.;A forward-looking concept.
adjectif;C1;;rückständig;arriéré, en retard;backward, behind the times;Die Ausstattung ist technisch rückständig.;L'équipement est techniquement arriéré.;The equipment is technically backward.
adjectif;C1;;überholt;dépassé, périmé;outdated, superseded;Diese Sichtweise ist längst überholt.;Cette manière de voir est dépassée depuis longtemps.;This view has long been outdated.
adjectif;C1;;zeitgemäß;de son temps, actuel;contemporary, up to date;Eine zeitgemäße Ausbildung sieht anders aus.;Une formation actuelle ressemble à autre chose.;An up-to-date training looks different.
adjectif;C1;;unzeitgemäß;anachronique, d'un autre temps;outmoded, untimely;Der Ton wirkt unzeitgemäß.;Le ton paraît d'un autre temps.;The tone seems outmoded.
adjectif;C1;;neuartig;d'un genre nouveau;novel, of a new kind;Es handelt sich um ein neuartiges Verfahren.;Il s'agit d'un procédé d'un genre nouveau.;This is a novel procedure.
adjectif;C1;;herkömmlich;traditionnel, classique;conventional, traditional;Herkömmliche Methoden reichen hier nicht.;Les méthodes classiques ne suffisent pas ici.;Conventional methods are not enough here.
adjectif;C1;;gängig;courant, répandu;common, current;Das ist die gängige Auslegung.;C'est l'interprétation courante.;That is the common interpretation.
adjectif;C1;;geläufig;familier, connu;familiar;Der Begriff ist mir nicht geläufig.;Le terme ne m'est pas familier.;The term is not familiar to me.
adjectif;C1;;ungebräuchlich;peu usité;uncommon, not in use;Diese Wendung ist heute ungebräuchlich.;Cette tournure est aujourd'hui peu usitée.;This phrase is uncommon today.
adjectif;C1;;vereinzelt;isolé, sporadique;isolated, sporadic;Vereinzelt gab es Widerspruch.;Il y a eu des objections isolées.;There were isolated objections.
adjectif;C1;;ausstehend;en attente, non encore reçu;outstanding, still due;Zwei Unterschriften sind noch ausstehend.;Deux signatures sont encore en attente.;Two signatures are still outstanding.
adjectif;C1;;anstehend;à venir, à l'ordre du jour;upcoming, pending;Die anstehenden Wahlen ändern alles.;Les élections à venir changent tout.;The upcoming elections change everything.
adjectif;C1;;anhängig;pendant (devant un tribunal);pending (in court);Das Verfahren ist noch anhängig.;La procédure est encore pendante.;The proceedings are still pending.
adjectif;C1;;schwebend;en suspens, non tranché;unresolved, in abeyance;Die Frage bleibt schwebend.;La question reste en suspens.;The question remains unresolved.
adjectif;C1;;formlos;sans formalité, sur papier libre;informal, without a set form;Der Antrag kann formlos gestellt werden.;La demande peut être faite sur papier libre.;The application can be made informally.
adjectif;C1;;sinnentstellend;qui dénature le sens;distorting the meaning;Die Kürzung ist sinnentstellend.;La coupe dénature le sens.;The cut distorts the meaning.
adjectif;C1;;tragbar;supportable, acceptable;bearable, acceptable;Die Belastung ist gerade noch tragbar.;La charge est tout juste supportable.;The burden is just about bearable.
adjectif;C1;;vertretbar;défendable, justifiable;justifiable, defensible;Ein Risiko in dieser Höhe ist vertretbar.;Un risque de cet ordre est défendable.;A risk of this size is justifiable.
adjectif;C1;;unvertretbar;indéfendable;indefensible;Diese Verzögerung ist unvertretbar.;Ce retard est indéfendable.;This delay is indefensible.
adjectif;C1;;verantwortbar;que l'on peut assumer;responsible, defensible;Der Eingriff ist medizinisch verantwortbar.;L'intervention est médicalement justifiable.;The procedure is medically defensible.
adjectif;C1;;fahrlässig;par négligence;negligent;Das war grob fahrlässig.;C'était une négligence grave.;That was grossly negligent.
adjectif;C1;;grob;"grossier ; grave (faute)";"coarse; gross (negligence)";Ein grober Fehler zieht sich durch den ganzen Text.;Une faute grossière traverse tout le texte.;A gross error runs through the whole text.
adjectif;C1;;vorsätzlich;intentionnel, prémédité;intentional, wilful;Der Schaden wurde vorsätzlich verursacht.;Le dommage a été causé intentionnellement.;The damage was caused intentionally.
adjectif;C1;;mutwillig;délibéré, par pure malveillance;wanton, deliberate;Die Beschädigung war mutwillig.;La dégradation était délibérée.;The damage was wanton.
adjectif;C1;;unbeabsichtigt;non intentionnel;unintentional;Die Wirkung war unbeabsichtigt.;L'effet était non intentionnel.;The effect was unintentional.
adjectif;C1;;planvoll;méthodique, ordonné;methodical, systematic;Sie ging planvoll vor.;Elle a procédé méthodiquement.;She proceeded methodically.
adjectif;C1;;planlos;sans méthode, au hasard;aimless, unplanned;Planlos gebaut, teuer bezahlt.;Construit sans plan, payé cher.;Built without a plan, paid for dearly.
adjectif;C1;;nachprüfbar;vérifiable;verifiable, checkable;Jede Zahl muss nachprüfbar sein.;Chaque chiffre doit être vérifiable.;Every figure must be verifiable.
adjectif;C1;;überprüfbar;contrôlable;verifiable, open to checking;Die Angaben sind nicht überprüfbar.;Les indications ne sont pas contrôlables.;The details cannot be verified.
adjectif;C1;;messbar;mesurable;measurable;Ein messbarer Fortschritt ist nicht erkennbar.;Aucun progrès mesurable n'est visible.;No measurable progress is apparent.
adjectif;C1;;quantifizierbar;quantifiable;quantifiable;Der Nutzen ist schwer quantifizierbar.;L'utilité est difficilement quantifiable.;The benefit is hard to quantify.
adjectif;C1;;übertragbar;transposable, transmissible;transferable, applicable;Das Ergebnis ist nicht auf andere Länder übertragbar.;Le résultat n'est pas transposable à d'autres pays.;The result is not applicable to other countries.
adjectif;C1;;verallgemeinerbar;généralisable;generalizable;Ein Einzelfall ist nicht verallgemeinerbar.;Un cas isolé n'est pas généralisable.;A single case cannot be generalized.
adjectif;C1;;reproduzierbar;reproductible;reproducible;Der Versuch ist reproduzierbar.;L'expérience est reproductible.;The experiment is reproducible.
adjectif;C1;;wiederholbar;répétable;repeatable;Ein solcher Erfolg ist kaum wiederholbar.;Un tel succès est difficilement répétable.;Such a success is hardly repeatable.
adjectif;C1;;beliebig;quelconque, au choix;arbitrary, any;Die Reihenfolge ist beliebig.;L'ordre est indifférent.;The order is arbitrary.
adjectif;C1;;methodisch;méthodique;methodical;Methodisch ist die Studie sauber.;Sur le plan méthodique, l'étude est propre.;Methodologically the study is sound.
adjectif;C1;;abgesichert;étayé, sécurisé;backed up, secured;Die These ist gut abgesichert.;La thèse est bien étayée.;The thesis is well backed up.
adjectif;C1;;dokumentiert;documenté;documented;Jeder Schritt ist dokumentiert.;Chaque étape est documentée.;Every step is documented.
adjectif;C1;;transparent;transparent;transparent;Das Verfahren muss transparent bleiben.;La procédure doit rester transparente.;The procedure must remain transparent.
adjectif;C1;;intransparent;opaque (procédure);non-transparent;Die Vergabe war intransparent.;L'attribution était opaque.;The award process was non-transparent.
adjectif;C1;;undurchsichtig;opaque, obscur;opaque, murky;Die Besitzverhältnisse sind undurchsichtig.;Les rapports de propriété sont obscurs.;The ownership structure is murky.
adjectif;C1;;zugeknöpft;boutonné, peu communicatif;buttoned-up, tight-lipped;Im Gespräch blieb er zugeknöpft.;Pendant l'entretien, il est resté peu communicatif.;In the interview he stayed tight-lipped.
adjectif;C1;;mitteilsam;communicatif, expansif;communicative, forthcoming;Nach dem zweiten Kaffee wurde sie mitteilsam.;Après le deuxième café, elle est devenue communicative.;After the second coffee she became forthcoming.
adjectif;C1;;auskunftsfreudig;prompt à renseigner;forthcoming with information;Die Behörde ist wenig auskunftsfreudig.;L'administration est peu prompte à renseigner.;The authority is not very forthcoming.
adjectif;C1;;wortkarg;avare de mots, taciturne;taciturn, of few words;Er ist wortkarg, aber nicht unfreundlich.;Il est taciturne, mais pas désagréable.;He is taciturn but not unfriendly.
adjectif;C1;;redselig;loquace, bavard;talkative, garrulous;Der Nachbar ist redselig wie immer.;Le voisin est loquace comme toujours.;The neighbour is as talkative as ever.
adjectif;C1;;zulässig;admissible, autorisé;permissible, admissible;Die zulässige Höchstgeschwindigkeit beträgt achtzig.;La vitesse maximale autorisée est de quatre-vingts.;The permissible top speed is eighty.
adjectif;C1;;unzulässig;non admissible, interdit;impermissible, inadmissible;Diese Verkürzung ist unzulässig.;Ce raccourci est inadmissible.;This shortcut is inadmissible.
adjectif;C1;;statthaft;licite, recevable;permissible, admissible;Ein Einspruch ist hier nicht statthaft.;Un recours n'est pas recevable ici.;An objection is not admissible here.
adjectif;C1;;rechtens;conforme au droit;lawful;Ob das rechtens war, prüft nun ein Gericht.;Un tribunal examine désormais si c'était conforme au droit.;A court is now examining whether that was lawful.
adjectif;C1;;rechtswidrig;illégal, contraire au droit;unlawful;Die Kündigung war rechtswidrig.;Le licenciement était illégal.;The dismissal was unlawful.
adjectif;C1;;gesetzeskonform;conforme à la loi;compliant with the law;Das Verfahren ist gesetzeskonform.;La procédure est conforme à la loi.;The procedure is compliant with the law.
adjectif;C1;;vorschriftsmäßig;réglementaire;in accordance with regulations;Der Aufbau war vorschriftsmäßig.;Le montage était réglementaire.;The assembly was in accordance with regulations.
adjectif;C1;;regelwidrig;contraire au règlement;against the rules;Der Griff war regelwidrig.;La prise était contraire au règlement.;The hold was against the rules.
adjectif;C1;;ordnungsgemäß;en bonne et due forme;proper, duly;Die Übergabe erfolgte ordnungsgemäß.;La remise s'est faite en bonne et due forme.;The handover was carried out properly.
adjectif;C1;;sachgemäß;conforme à l'usage prévu;proper, appropriate;Bei sachgemäßer Lagerung hält es Jahre.;Bien entreposé, cela tient des années.;Stored properly it lasts for years.
adjectif;C1;;unsachgemäß;impropre, inadéquat;improper, incorrect;Der Schaden entstand durch unsachgemäße Nutzung.;Le dommage vient d'une utilisation impropre.;The damage came from improper use.
adjectif;C1;;fachgerecht;dans les règles de l'art;professionally, expertly done;Die Entsorgung muss fachgerecht erfolgen.;L'élimination doit se faire dans les règles de l'art.;Disposal must be carried out expertly.
adjectif;C1;;artgerecht;respectueux de l'espèce (animal);species-appropriate;Artgerechte Haltung kostet mehr Platz.;Un élevage respectueux de l'espèce demande plus de place.;Species-appropriate husbandry needs more space.
adjectif;C1;;zeitnah;dans un délai rapproché;promptly, in a timely manner;Wir melden uns zeitnah.;Nous revenons vers vous rapidement.;We will get back to you promptly.
adjectif;C1;;mittelfristig;à moyen terme;in the medium term;Mittelfristig rechnet sich die Anschaffung.;À moyen terme, l'achat est rentable.;In the medium term the purchase pays off.
adjectif;C1;;schleichend;insidieux, rampant;creeping, insidious;Der Verfall war schleichend.;Le délabrement a été insidieux.;The decline was creeping.
adjectif;C1;;rasant;fulgurant, très rapide;rapid, breakneck;Die Preise steigen rasant.;Les prix montent de façon fulgurante.;Prices are rising at breakneck speed.
adjectif;C1;;sprunghaft;par à-coups, versatile;erratic, in leaps;Die Nachfrage entwickelt sich sprunghaft.;La demande évolue par à-coups.;Demand develops erratically.
adjectif;C1;;stetig;constant, régulier;steady;Ein stetiger, unspektakulärer Anstieg.;Une hausse régulière et sans éclat.;A steady, unspectacular rise.
adjectif;C1;;kontinuierlich;continu, sans interruption;continuous;Die Messung läuft kontinuierlich.;La mesure fonctionne en continu.;The measurement runs continuously.
adjectif;C1;;abrupt;abrupt, brutal;abrupt;Das Gespräch endete abrupt.;L'entretien s'est terminé abruptement.;The conversation ended abruptly.
adjectif;C1;;unbestritten;incontesté;undisputed;Sein Verdienst ist unbestritten.;Son mérite est incontesté.;His merit is undisputed.
adjectif;C1;;unangefochten;incontesté, sans rival;unchallenged;Sie führt die Liste unangefochten an.;Elle est en tête de la liste sans rival.;She leads the list unchallenged.
adjectif;C1;;unumstritten;unanimement admis;uncontroversial;Die Methode ist nicht unumstritten.;La méthode n'est pas unanimement admise.;The method is not uncontroversial.
adjectif;C1;;umkämpft;disputé, âprement contesté;hotly contested;Der Markt ist hart umkämpft.;Le marché est âprement disputé.;The market is hotly contested.
adjectif;C1;;belegt;attesté, documenté;documented, evidenced;Der Zusammenhang ist gut belegt.;Le lien est bien attesté.;The connection is well documented.
adjectif;C1;;unbelegt;non attesté, sans preuve;unsubstantiated;Die Behauptung bleibt unbelegt.;L'affirmation reste sans preuve.;The claim remains unsubstantiated.
adjectif;C1;;nachgewiesen;démontré, établi;proven, demonstrated;Eine Wirkung ist nicht nachgewiesen.;Aucun effet n'est démontré.;No effect has been demonstrated.
adjectif;C1;;unbewiesen;non prouvé;unproven;Der Vorwurf ist bislang unbewiesen.;L'accusation est jusqu'ici non prouvée.;The accusation is as yet unproven.
adjectif;C1;;erwiesen;avéré;established, proven;Es ist erwiesen, dass Schlaf das Lernen stützt.;Il est avéré que le sommeil soutient l'apprentissage.;It is established that sleep supports learning.
adjectif;C1;;widerlegt;réfuté;refuted, disproved;Die These gilt seit 2010 als widerlegt.;La thèse est réputée réfutée depuis 2010.;The thesis has been considered refuted since 2010.
adjectif;C1;;bestätigt;confirmé;confirmed;Der Termin ist noch nicht bestätigt.;La date n'est pas encore confirmée.;The date is not yet confirmed.
adjectif;C1;;tragend;porteur, central;load-bearing, central;Das ist die tragende Idee des ganzen Texts.;C'est l'idée porteuse de tout le texte.;That is the central idea of the whole text.
adjectif;C1;;randständig;marginal, en marge;marginal, on the fringes;Das Thema blieb lange randständig.;Le sujet est longtemps resté en marge.;The topic long remained on the fringes.
adjectif;C1;;marginal;marginal, négligeable;marginal;Der Unterschied ist marginal.;La différence est marginale.;The difference is marginal.
adjectif;C1;;peripher;périphérique;peripheral;Das ist eine periphere Frage.;C'est une question périphérique.;That is a peripheral question.
adjectif;C1;;nebensächlich;accessoire, secondaire;incidental, of minor importance;Die Form ist hier nebensächlich.;La forme est ici accessoire.;The form is incidental here.
adjectif;C1;;unwesentlich;insignifiant, sans importance;insignificant;Der Aufwand ist nicht unwesentlich.;L'effort n'est pas négligeable.;The effort is not insignificant.
adjectif;C1;;ausgewogen;équilibré, pondéré;balanced;Der Bericht ist erfreulich ausgewogen.;Le rapport est agréablement équilibré.;The report is pleasingly balanced.
adjectif;C1;;parteiisch;partial;biased, partisan;Der Schiedsrichter wirkte parteiisch.;L'arbitre a paru partial.;The referee seemed biased.
adjectif;C1;;unparteiisch;impartial;impartial;Eine unparteiische Stelle soll prüfen.;Une instance impartiale doit examiner.;An impartial body is to examine it.
adjectif;C1;;verhalten;retenu, mesuré;restrained, muted;Die Reaktion fiel verhalten aus.;La réaction a été mesurée.;The reaction was muted.
adjectif;C1;;zaghaft;timide, hésitant;tentative, timid;Ein zaghafter erster Versuch.;Une première tentative timide.;A tentative first attempt.
adjectif;C1;;forsch;décidé, sans détour;brisk, forthright;Sie trat forsch auf.;Elle s'est présentée sans détour.;She came across as forthright.
adjectif;C1;;resolut;résolu, ferme;resolute, determined;Die Chefin griff resolut ein.;La patronne est intervenue avec fermeté.;The boss intervened resolutely.
adjectif;C1;;schonungslos;sans complaisance, impitoyable;unsparing, blunt;Der Bericht ist schonungslos.;Le rapport est sans complaisance.;The report is unsparing.
adjectif;C1;;unsensibel;peu délicat, maladroit;insensitive;Die Formulierung war unsensibel.;La formulation était peu délicate.;The wording was insensitive.
adjectif;C1;;unstet;instable, changeant;unsettled, restless;Ein unstetes Leben zwischen drei Städten.;Une vie instable entre trois villes.;An unsettled life between three cities.
adjectif;C1;;ausdauernd;endurant, persévérant;persevering, with stamina;Sie arbeitet ausdauernd und ohne Aufhebens.;Elle travaille avec persévérance et sans bruit.;She works with stamina and without fuss.
adjectif;C1;;zäh;"coriace, tenace ; filandreux";tough, dogged;Die Verhandlungen waren zäh.;Les négociations ont été coriaces.;The negotiations were tough.
adjectif;C1;;unermüdlich;infatigable;tireless;Er warb unermüdlich für die Sache.;Il a plaidé infatigablement pour la cause.;He campaigned tirelessly for the cause.
adjectif;C1;;pedantisch;pointilleux, tatillon;pedantic;Sie ist pedantisch, aber zuverlässig.;Elle est tatillonne, mais fiable.;She is pedantic but reliable.
adjectif;C1;;nachsichtig;indulgent;lenient, forbearing;Der Prüfer war nachsichtig.;L'examinateur était indulgent.;The examiner was lenient.
adjectif;C1;;unnachsichtig;sans indulgence, inflexible;unforgiving, strict;Bei Verspätungen ist er unnachsichtig.;Sur les retards, il est sans indulgence.;He is unforgiving about lateness.
adjectif;C1;;schlagend;décisif, imparable (argument);conclusive, telling;Das ist ein schlagendes Argument.;C'est un argument imparable.;That is a conclusive argument.
adjectif;C1;;entwaffnend;désarmant;disarming;Sie lächelte entwaffnend.;Elle a souri de façon désarmante.;She smiled disarmingly.
adjectif;C1;;bestechend;irrésistible, saisissant;compelling, striking;Die Idee ist von bestechender Einfachheit.;L'idée est d'une simplicité saisissante.;The idea is of compelling simplicity.
adjectif;C1;;verblüffend;stupéfiant;astonishing;Die Ähnlichkeit ist verblüffend.;La ressemblance est stupéfiante.;The resemblance is astonishing.
adjectif;C1;;frappierend;frappant;striking;Ein frappierender Unterschied.;Une différence frappante.;A striking difference.
adjectif;C1;;erschütternd;bouleversant, accablant;shattering, devastating;Die Zahlen sind erschütternd.;Les chiffres sont accablants.;The figures are devastating.
adjectif;C1;;bewegend;émouvant;moving;Eine bewegende Rede.;Un discours émouvant.;A moving speech.
adjectif;C1;;rührend;touchant, attendrissant;touching;Ihre Sorge war rührend.;Sa sollicitude était touchante.;Her concern was touching.
adjectif;C1;;ergreifend;poignant, saisissant;gripping, poignant;Der Schluss ist ergreifend.;La fin est poignante.;The ending is poignant.
adjectif;C1;;beklemmend;oppressant, angoissant;oppressive, unsettling;Eine beklemmende Stille.;Un silence oppressant.;An oppressive silence.
adjectif;C1;;bedrückend;accablant, pesant;depressing, oppressive;Die Nachrichten waren bedrückend.;Les nouvelles étaient accablantes.;The news was depressing.
adjectif;C1;;erträglich;supportable;bearable;Bei Schatten ist die Hitze erträglich.;À l'ombre, la chaleur est supportable.;In the shade the heat is bearable.
adjectif;C1;;unerträglich;insupportable;unbearable;Der Lärm war unerträglich.;Le bruit était insupportable.;The noise was unbearable.
adjectif;C1;;aushaltbar;tenable, endurable;endurable;Zwei Stunden sind gerade noch aushaltbar.;Deux heures, c'est tout juste tenable.;Two hours is just about endurable.
adjectif;C1;;wohltuend;bienfaisant, agréable;pleasant, soothing;Ihre Sachlichkeit war wohltuend.;Son objectivité faisait du bien.;Her matter-of-factness was refreshing.
adjectif;C1;;verbindend;fédérateur, qui rapproche;unifying, connecting;Musik hat etwas Verbindendes.;La musique a quelque chose de fédérateur.;Music has something unifying about it.
adjectif;C1;;trennend;qui sépare, clivant;dividing, separating;Zwischen beiden steht mehr Trennendes als Verbindendes.;Entre les deux, il y a plus de ce qui sépare que de ce qui unit.;There is more dividing them than uniting them.
adjectif;C1;;spaltend;clivant;divisive;Das Thema wirkt spaltend.;Le sujet est clivant.;The topic is divisive.
adjectif;C1;;versöhnlich;conciliant;conciliatory;Er schloss versöhnlich.;Il a conclu sur un ton conciliant.;He closed on a conciliatory note.
adjectif;C1;;unversöhnlich;irréconciliable, intransigeant;irreconcilable, implacable;Die Fronten sind unversöhnlich.;Les positions sont irréconciliables.;The camps are irreconcilable.
adjectif;C1;;druckreif;prêt à imprimer, impeccable;ready for print, polished;Sein erster Entwurf ist fast druckreif.;Son premier jet est presque prêt à imprimer.;His first draft is almost ready for print.
adjectif;C1;;ausformuliert;rédigé en toutes lettres;written out in full;Wir brauchen einen ausformulierten Text, keine Stichworte.;Il nous faut un texte rédigé, pas des notes.;We need a text written out in full, not bullet points.
adjectif;C1;;stichwortartig;sous forme de notes;in note form;Das Protokoll ist nur stichwortartig.;Le procès-verbal n'est qu'en notes.;The minutes are only in note form.
adjectif;C1;;skizzenhaft;à l'état d'ébauche;sketchy, rough;Die Pläne sind noch skizzenhaft.;Les plans sont encore à l'état d'ébauche.;The plans are still sketchy.
adjectif;C1;;überarbeitet;"remanié ; surmené";"revised; overworked";Das ist die überarbeitete Fassung.;C'est la version remaniée.;This is the revised version.
adjectif;C1;;fehlerfrei;sans faute;error-free;Ihr Aufsatz war fehlerfrei.;Sa rédaction était sans faute.;Her essay was error-free.
adjectif;C1;;fehlerhaft;erroné, comportant des erreurs;faulty, flawed;Die Berechnung war fehlerhaft.;Le calcul était erroné.;The calculation was flawed.
adjectif;C1;;einwandfrei;irréprochable;flawless, perfectly fine;Das Gerät funktioniert einwandfrei.;L'appareil fonctionne parfaitement.;The device works flawlessly.
adjectif;C1;;tadellos;impeccable;impeccable;Sein Verhalten war tadellos.;Son comportement était impeccable.;His conduct was impeccable.
adjectif;C1;;makellos;sans défaut, immaculé;spotless, immaculate;Eine makellose Oberfläche.;Une surface sans le moindre défaut.;A spotless surface.
adjectif;C1;;schadhaft;défectueux, abîmé;damaged, defective;Die Leitung ist an zwei Stellen schadhaft.;La conduite est abîmée à deux endroits.;The pipe is damaged in two places.
adjectif;C1;;brauchbar;utilisable, exploitable;usable, serviceable;Das Ergebnis ist durchaus brauchbar.;Le résultat est tout à fait exploitable.;The result is perfectly usable.
adjectif;C1;;unbrauchbar;inutilisable;useless, unusable;Ohne Maßstab ist die Karte unbrauchbar.;Sans échelle, la carte est inutilisable.;Without a scale the map is useless.
adjectif;C1;;tauglich;apte, adapté;fit for purpose, suitable;Für den Alltag ist das Gerät nicht tauglich.;Pour un usage quotidien, l'appareil n'est pas adapté.;The device is not suitable for everyday use.
adjectif;C1;;untauglich;inapte, impropre;unfit, unsuitable;Der Vorschlag ist als Grundlage untauglich.;La proposition est impropre à servir de base.;The proposal is unfit as a basis.
adjectif;C1;;handhabbar;maniable, gérable;manageable, easy to handle;In dieser Größe bleibt die Datei handhabbar.;À cette taille, le fichier reste gérable.;At this size the file stays manageable.
adjectif;C1;;unhandlich;peu maniable, encombrant;unwieldy;Das Werkzeug ist unhandlich, aber genau.;L'outil est peu maniable, mais précis.;The tool is unwieldy but precise.
adjectif;C1;;wuchtig;massif, imposant;massive, hefty;Ein wuchtiger Schrank aus Eiche.;Une armoire massive en chêne.;A massive oak wardrobe.
adjectif;C1;;zierlich;menu, délicat;dainty, petite;Eine zierliche Handschrift.;Une écriture menue.;A dainty handwriting.
